timestamp,train_id,wagon_id,axle_id,track_km,speed_kmh,load_ton,vib_x_rms_g,vib_y_rms_g,vib_z_rms_g,vib_peak_g,vib_kurtosis,vib_crest_factor,vib_dom_freq_hz,acoustic_rms,acoustic_peak_freq_hz,axle_box_temp_c,brake_temp_c,motor_temp_c,ambient_temp_c,motor_current_a,motor_voltage_v,humidity_pct,fault_type,fault_severity
2026-08-14 16:38:00,T1,W1,A1,10.507,57.5,39.9,0.0652,0.074,0.0954,0.1824,3.2728,2.7645,1.4658,0.0168,527.5596,38.6673,35.2988,53.2995,23.1274,133.0348,743.1204,41.8581,normal,none
2026-08-14 16:38:00,T1,W1,A2,9.657,61.5,32.7,0.0734,0.076,0.0935,0.179,3.3267,2.3824,2.0188,0.0217,593.6842,34.7534,38.7396,50.5492,21.3026,131.4261,754.1655,51.0298,normal,none
2026-08-14 16:38:00,T1,W2,A1,1.741,60.7,28.0,0.0528,0.0825,0.0934,0.1697,3.0246,2.5932,1.7186,0.0261,474.0137,37.9963,40.3105,55.1434,23.192,149.3488,746.2949,40.5305,normal,none
2026-08-14 16:38:00,T1,W2,A2,9.652,57.6,35.9,0.0732,0.0818,0.0828,0.1914,2.8745,2.5457,2.6965,0.0196,479.0387,39.5845,47.097,57.1448,27.7494,133.9468,754.9151,40.7839,normal,none
2026-08-14 16:38:00,T1,W3,A1,5.906,57.9,38.9,0.0699,0.0599,0.0794,0.1661,3.1431,2.6447,2.0721,0.0142,532.7112,37.2504,41.1609,51.0904,27.1635,150.7014,737.0967,51.2356,normal,none
2026-08-14 16:38:00,T1,W3,A2,9.341,60.1,33.5,0.0604,0.0682,0.0973,0.1923,3.3321,2.9345,1.5601,0.0232,464.4611,39.5527,34.9454,55.2583,24.5163,125.8413,756.5883,54.9748,normal,none
2026-08-14 16:38:00,T1,W4,A1,9.886,64.1,39.5,0.0779,0.0733,0.0909,0.1855,2.6345,3.1428,1.9207,0.0224,513.4233,38.146,40.5889,47.3798,24.9891,131.7654,753.5923,48.1107,normal,none
2026-08-14 16:38:00,T1,W4,A2,10.685,58.9,21.1,0.0591,0.0588,0.0857,0.148,2.9738,2.7821,1.6408,0.0225,451.0978,36.9539,36.4925,56.6929,23.0412,133.1116,752.6729,45.8002,normal,none
2026-08-14 16:38:00,T2,W1,A1,11.011,59.3,23.9,0.07,0.0779,0.0906,0.2151,3.3607,2.7497,2.3573,0.0277,574.4175,35.9072,39.4183,55.2751,23.3411,123.736,744.7857,48.2602,normal,none
2026-08-14 16:38:00,T2,W1,A2,4.745,64.5,34.2,0.0595,0.0754,0.101,0.1794,3.1997,2.5463,1.63,0.0264,432.8621,41.2057,37.9077,57.2663,25.6343,151.9856,744.4465,47.6107,normal,none
2026-08-14 16:38:00,T2,W2,A1,3.092,56.7,37.9,0.0645,0.0674,0.1029,0.7168,3.1443,2.8791,1.5535,0.0777,1133.3131,35.9094,36.5177,64.9217,23.2076,125.9742,753.6922,47.5105,rail_crack,moderate
2026-08-14 16:38:00,T2,W2,A2,7.201,51.5,28.0,0.068,0.0737,0.1058,0.197,3.1707,2.6942,2.0333,0.018,487.0035,37.2611,39.9434,54.6899,24.1229,127.2082,752.1581,44.7172,normal,none
2026-08-14 16:38:00,T2,W3,A1,9.622,61.2,39.5,0.0752,0.0637,0.1071,0.2019,3.3736,2.8029,1.9874,0.0184,537.6893,36.1162,47.9814,58.2903,27.9414,146.1485,750.4702,48.3172,normal,none
2026-08-14 16:38:00,T2,W3,A2,1.978,59.0,21.0,0.0771,0.0536,0.1089,0.153,3.2035,2.6509,2.3088,0.026,376.8019,38.5005,49.4082,58.8741,24.3225,132.2473,735.2082,50.2439,normal,none
2026-08-14 16:38:00,T2,W4,A1,7.902,60.3,27.9,0.0497,0.071,0.0888,0.1966,2.9587,2.7374,1.7573,0.0217,497.1942,40.9415,37.6578,52.7495,24.1525,126.745,753.4225,51.3266,normal,none
2026-08-14 16:38:00,T2,W4,A2,3.023,55.6,35.5,0.063,0.0749,0.1147,0.8718,3.3312,2.9296,1.9611,0.1017,1430.6692,35.4055,41.8416,55.7481,26.2514,135.26,759.2403,45.1551,rail_crack,moderate
2026-08-14 16:38:00,T3,W1,A1,3.519,59.4,22.5,0.0749,0.073,0.1072,0.1655,3.4304,2.8112,1.9326,0.0219,466.4399,38.4606,38.6502,54.0681,25.3178,133.0648,749.4068,48.815,normal,none
2026-08-14 16:38:00,T3,W1,A2,7.789,62.4,26.3,0.0795,0.0632,0.0894,0.1892,3.1973,2.9548,1.7944,0.0218,558.3423,38.8559,36.9003,52.0289,21.5565,133.2511,750.9392,39.1957,normal,none
2026-08-14 16:38:00,T3,W2,A1,3.918,62.5,30.8,0.0709,0.0757,0.0994,0.1864,2.8334,2.8194,2.0637,0.0132,493.6178,40.3263,43.3621,58.5866,23.7606,117.7744,751.0688,49.4747,normal,none
2026-08-14 16:38:00,T3,W2,A2,8.95,57.2,34.9,0.0652,0.0698,0.097,0.1922,2.9711,2.7021,1.9685,0.0204,460.3464,38.8006,40.2064,61.1152,24.1492,148.024,758.9072,43.6675,normal,none
2026-08-14 16:38:00,T3,W3,A1,2.34,58.9,20.7,0.07,0.0707,0.092,0.2047,2.9553,2.8902,2.281,0.0182,502.2732,40.4695,40.1298,58.0491,22.603,125.8144,755.2375,39.6493,normal,none
2026-08-14 16:38:00,T3,W3,A2,4.579,63.4,35.4,0.0586,0.0662,0.0765,0.196,3.4467,2.7078,2.1552,0.0181,455.2666,34.7075,42.9534,57.2938,24.129,140.3029,750.035,42.2939,normal,none
2026-08-14 16:38:00,T3,W4,A1,10.815,57.2,20.3,0.0569,0.0764,0.0782,0.1976,3.125,2.8416,1.4702,0.0155,495.9885,40.9761,39.0707,60.7583,22.1467,126.1736,745.5167,49.3841,normal,none
2026-08-14 16:38:00,T3,W4,A2,11.337,60.4,34.3,0.0627,0.0632,0.0913,0.2259,2.9189,2.9511,2.1436,0.0201,566.2373,37.7303,45.9213,60.0312,25.2835,144.6232,747.1637,42.6355,normal,none
2026-08-14 16:38:02,T1,W1,A1,10.541,62.1,39.9,0.0628,0.0748,0.1029,0.1843,2.9216,2.821,1.755,0.0154,452.9889,36.8358,36.5096,56.8451,25.0946,123.2618,750.1256,43.9003,normal,none
2026-08-14 16:38:02,T1,W1,A2,9.691,60.3,32.7,0.0638,0.0734,0.0921,0.1973,3.2309,2.7709,2.3231,0.0151,532.8255,40.0806,42.7906,51.2396,23.6913,135.4797,752.2153,45.5794,normal,none
2026-08-14 16:38:02,T1,W2,A1,1.775,60.3,28.0,0.072,0.0578,0.1043,0.1822,3.0258,2.8443,1.8981,0.0237,532.4875,39.0495,35.4571,54.4451,23.8331,145.0975,742.9299,41.8091,normal,none
2026-08-14 16:38:02,T1,W2,A2,9.686,62.6,35.9,0.0621,0.071,0.108,0.177,3.1815,2.8534,1.9116,0.0228,459.7019,40.162,39.2835,58.957,24.3103,135.0824,733.0631,42.1593,normal,none
2026-08-14 16:38:02,T1,W3,A1,5.94,59.8,38.9,0.069,0.0716,0.0979,0.2038,2.8771,2.5718,1.796,0.0168,500.2518,37.9402,38.4269,53.3539,24.9956,126.9628,753.7569,44.7105,normal,none
2026-08-14 16:38:02,T1,W3,A2,9.374,59.7,33.5,0.0673,0.0742,0.1028,0.1735,2.8722,2.8529,2.4409,0.024,425.1382,40.3864,43.4917,44.6154,25.1303,133.763,756.5568,50.0027,normal,none
2026-08-14 16:38:02,T1,W4,A1,9.919,59.6,39.5,0.0671,0.0775,0.1128,0.1692,2.8928,2.5256,1.9754,0.0212,456.9297,37.5145,46.1013,57.49,23.842,138.8669,751.7409,34.5976,normal,none
2026-08-14 16:38:02,T1,W4,A2,10.718,58.9,21.1,0.0711,0.0762,0.0985,0.1817,3.0269,2.8535,1.7551,0.017,530.3576,39.2977,45.4633,55.3783,24.8501,127.5308,761.5054,53.7448,normal,none
2026-08-14 16:38:02,T2,W1,A1,11.045,60.6,23.9,0.0639,0.0649,0.1049,0.2011,3.2084,2.8837,2.0614,0.0155,425.044,38.1391,36.0284,68.7749,25.3981,132.4102,749.8307,51.1006,normal,none
2026-08-14 16:38:02,T2,W1,A2,4.779,60.1,34.2,0.0755,0.0795,0.0921,0.211,3.0413,2.4685,2.144,0.0265,468.5092,37.3769,40.4869,55.7101,22.878,137.1089,751.805,47.0742,normal,none
2026-08-14 16:38:02,T2,W2,A1,3.125,59.5,37.9,0.0699,0.0617,0.0913,0.6238,2.9949,3.0005,1.8783,0.0981,1337.1421,39.4498,48.1419,52.2772,24.128,129.7489,756.0947,45.6282,rail_crack,moderate
2026-08-14 16:38:02,T2,W2,A2,7.236,62.5,28.0,0.0703,0.0744,0.0846,0.2318,3.2868,2.8794,1.8276,0.022,547.8677,37.349,36.5144,54.2014,25.8932,121.7796,754.5686,42.9298,normal,none
2026-08-14 16:38:02,T2,W3,A1,9.656,62.0,39.5,0.0707,0.063,0.0939,0.1859,3.1118,2.5613,1.6383,0.0201,482.6244,36.7905,43.2644,58.3174,23.2178,128.5056,752.8864,43.7014,normal,none
2026-08-14 16:38:02,T2,W3,A2,2.014,65.0,21.0,0.0779,0.0631,0.0925,0.1916,3.1305,2.691,1.9585,0.0194,465.4188,39.0859,47.0021,47.7265,24.6749,135.3955,748.6281,47.4,normal,none
2026-08-14 16:38:02,T2,W4,A1,7.937,62.1,27.9,0.0741,0.0672,0.1017,0.1882,3.0929,2.8729,2.1381,0.0251,510.6462,34.4982,41.4772,56.3729,20.7593,135.5293,751.4385,46.5114,normal,none
2026-08-14 16:38:02,T2,W4,A2,3.06,66.0,35.5,0.0619,0.0767,0.1076,0.7137,2.8668,2.8175,1.3714,0.1228,1061.8388,40.5912,43.2287,55.6226,25.2437,128.5178,746.812,44.1647,rail_crack,moderate
2026-08-14 16:38:02,T3,W1,A1,3.552,60.1,22.5,0.0552,0.0687,0.084,0.2004,2.7315,2.7068,1.7209,0.0158,526.6546,36.2505,41.456,53.1175,25.1834,127.1695,747.831,42.016,normal,none
2026-08-14 16:38:02,T3,W1,A2,7.822,59.2,26.3,0.0526,0.0742,0.1018,0.1717,3.2178,2.7157,2.2144,0.0179,462.198,39.3735,42.0832,52.5664,26.025,122.7396,753.2363,47.8763,normal,none
2026-08-14 16:38:02,T3,W2,A1,3.953,63.1,30.8,0.0697,0.0714,0.0985,0.2234,2.8043,2.5611,2.1358,0.022,533.6093,37.6794,44.2907,55.6966,24.0942,127.0886,745.7924,32.3603,normal,none
2026-08-14 16:38:02,T3,W2,A2,8.983,59.5,34.9,0.0644,0.0567,0.0913,0.1957,2.9559,2.7823,2.1925,0.0196,474.1543,35.8926,40.5227,56.2891,23.7219,130.6846,746.843,48.5562,normal,none
2026-08-14 16:38:02,T3,W3,A1,2.372,58.1,20.7,0.0675,0.0644,0.0816,0.1953,2.7952,2.5222,2.2366,0.0163,534.8431,38.9366,44.0069,60.2821,22.8807,135.7436,743.2896,39.9064,normal,none
2026-08-14 16:38:02,T3,W3,A2,4.613,62.6,35.4,0.0731,0.0706,0.092,0.2157,3.054,2.8254,2.0367,0.019,486.7568,36.0379,44.1174,53.6646,22.6988,130.1834,747.2341,45.552,normal,none
2026-08-14 16:38:02,T3,W4,A1,10.846,56.0,20.3,0.0786,0.0575,0.0944,0.2261,2.8361,2.7381,1.8419,0.015,485.0644,35.6474,42.9184,59.9308,24.6717,127.175,752.4361,41.6981,normal,none
2026-08-14 16:38:02,T3,W4,A2,11.373,64.8,34.3,0.0652,0.0761,0.0948,0.2096,3.0902,2.9067,2.3453,0.0198,486.0067,38.2734,42.8334,55.8452,22.6886,138.257,748.1276,42.6629,normal,none
2026-08-14 16:38:04,T1,W1,A1,10.576,62.5,39.9,0.0715,0.0687,0.0805,0.1623,3.0059,2.9543,1.3357,0.0214,559.4811,37.8212,41.6506,53.3846,23.821,122.9913,738.2783,49.7138,normal,none
2026-08-14 16:38:04,T1,W1,A2,9.727,65.5,32.7,0.0811,0.0593,0.0938,0.1555,3.1242,2.8832,3.0046,0.0241,516.5683,38.7824,39.0502,56.5016,24.4144,117.3442,750.9846,45.505,normal,none
2026-08-14 16:38:04,T1,W2,A1,1.807,59.1,28.0,0.0764,0.0602,0.0871,0.2189,3.0732,2.9287,2.2168,0.0205,504.5729,39.7286,37.4591,62.7758,23.1989,139.3807,752.5295,42.2632,normal,none
2026-08-14 16:38:04,T1,W2,A2,9.72,60.0,35.9,0.06,0.0724,0.0917,0.1525,3.1131,2.7751,1.9822,0.0218,512.6407,42.0243,42.7322,56.3589,24.495,132.6438,747.5694,49.414,normal,none
2026-08-14 16:38:04,T1,W3,A1,5.974,61.5,38.9,0.0639,0.0604,0.1085,0.152,3.0862,2.7793,1.9201,0.0148,461.3074,42.7185,43.2727,60.1853,25.0651,137.6488,757.2467,46.1202,normal,none
2026-08-14 16:38:04,T1,W3,A2,9.408,61.7,33.5,0.0731,0.07,0.0985,0.1565,2.6786,2.8926,2.0379,0.0226,477.7176,36.653,38.5622,52.8297,25.5911,139.0908,752.775,52.1187,normal,none
2026-08-14 16:38:04,T1,W4,A1,9.951,57.9,39.5,0.066,0.0638,0.1058,0.1786,3.3378,2.9308,2.4153,0.017,508.0504,41.7596,35.437,58.5593,25.7034,134.8131,751.4258,51.774,normal,none
2026-08-14 16:38:04,T1,W4,A2,10.754,65.7,21.1,0.0587,0.077,0.0801,0.2406,2.944,2.7382,1.0389,0.0187,454.0366,37.0001,41.079,58.2792,23.394,128.2523,751.6061,43.481,normal,none
2026-08-14 16:38:04,T2,W1,A1,11.08,63.3,23.9,0.0776,0.0614,0.1105,0.1661,2.742,2.893,1.3024,0.0264,516.7099,40.9132,36.1295,58.1246,24.4966,121.6765,752.3419,44.3798,normal,none
2026-08-14 16:38:04,T2,W1,A2,4.813,61.5,34.2,0.0658,0.0576,0.0857,0.2048,2.6823,2.7876,2.2842,0.018,517.5526,37.4101,34.8844,59.1546,21.261,126.5551,744.5739,41.8219,normal,none
2026-08-14 16:38:04,T2,W2,A1,3.159,60.0,37.9,0.0609,0.0689,0.0973,0.6112,2.9698,2.7992,2.159,0.1253,1085.0547,38.9166,44.1995,60.8979,23.488,138.5427,742.6888,43.551,rail_crack,moderate
2026-08-14 16:38:04,T2,W2,A2,7.268,56.5,28.0,0.0667,0.0651,0.0984,0.2108,3.2522,2.9235,1.6477,0.0197,491.6935,38.6647,36.6454,57.9462,23.6269,113.9399,748.0536,48.414,normal,none
2026-08-14 16:38:04,T2,W3,A1,9.689,58.8,39.5,0.0576,0.0596,0.0921,0.2228,3.2402,2.887,2.1862,0.0269,590.4714,36.1481,41.9009,54.9095,23.2818,132.4084,749.4032,51.811,normal,none
2026-08-14 16:38:04,T2,W3,A2,2.047,58.6,21.0,0.0752,0.0659,0.0989,0.1912,2.7853,2.6593,1.6681,0.0121,557.0731,40.7388,43.0824,57.9077,23.4251,131.0324,750.8894,48.3286,normal,none
2026-08-14 16:38:04,T2,W4,A1,7.969,58.8,27.9,0.0675,0.0639,0.0971,0.23,2.9263,2.4179,2.0759,0.0203,452.6139,38.4298,40.3638,52.3131,24.5229,143.8437,748.5578,48.9893,normal,none
2026-08-14 16:38:04,T2,W4,A2,3.094,60.2,35.5,0.081,0.0677,0.1146,0.4946,3.0233,2.6951,1.881,0.0912,1109.3927,37.4952,39.0641,55.8608,26.0403,131.3381,754.5101,47.5956,rail_crack,moderate
2026-08-14 16:38:04,T3,W1,A1,3.586,61.8,22.5,0.0629,0.0743,0.1048,0.1733,3.0274,2.6741,1.6337,0.0209,518.7491,40.3236,40.1839,60.0771,27.271,125.1803,753.6188,38.8766,normal,none
2026-08-14 16:38:04,T3,W1,A2,7.855,59.7,26.3,0.0649,0.0485,0.0867,0.1589,3.2834,2.5565,1.8572,0.0199,477.3979,36.5444,40.848,53.3305,24.9148,126.0041,752.8704,53.1566,normal,none
2026-08-14 16:38:04,T3,W2,A1,3.987,60.8,30.8,0.0698,0.0679,0.1089,0.1672,3.3506,3.0401,1.9743,0.0136,426.9591,35.4433,37.1555,52.7834,25.694,133.4935,744.4149,44.0288,normal,none
2026-08-14 16:38:04,T3,W2,A2,9.014,56.2,34.9,0.0508,0.0758,0.0916,0.1604,3.2051,2.7727,2.1903,0.0262,504.3209,35.3852,42.5634,51.6345,22.5423,125.3055,747.0362,36.5029,normal,none
2026-08-14 16:38:04,T3,W3,A1,2.4,50.4,20.7,0.0592,0.0773,0.101,0.2108,3.0999,2.8994,2.3297,0.017,486.4706,37.8406,40.899,54.7723,23.7111,137.437,754.2418,50.839,normal,none
2026-08-14 16:38:04,T3,W3,A2,4.646,59.0,35.4,0.0762,0.075,0.0985,0.1854,3.2269,2.4376,1.9294,0.0187,497.9987,41.8823,39.5073,56.7553,23.7675,137.9154,745.8436,46.2048,normal,none
2026-08-14 16:38:04,T3,W4,A1,10.88,60.8,20.3,0.0764,0.067,0.1083,0.181,2.9867,3.0172,1.3648,0.0211,536.047,35.7041,47.2985,64.4678,24.2703,113.8306,749.4518,34.8214,normal,none
2026-08-14 16:38:04,T3,W4,A2,11.404,56.4,34.3,0.0708,0.0576,0.0929,0.1785,3.1316,2.826,1.9397,0.0138,593.4639,38.9847,37.9008,51.3107,22.4461,134.6577,751.0724,44.3875,normal,none
2026-08-14 16:38:06,T1,W1,A1,10.611,62.1,39.9,0.0608,0.065,0.081,0.1591,2.9652,2.6906,2.1134,0.0218,516.0425,38.5823,44.7333,51.9265,23.9176,145.0201,756.3227,37.8912,normal,none
2026-08-14 16:38:06,T1,W1,A2,9.764,65.7,32.7,0.0838,0.0687,0.0886,0.1948,3.0149,2.7804,1.6163,0.0194,471.0404,37.8535,42.1965,53.2816,23.6682,137.3919,748.653,58.0459,normal,none
2026-08-14 16:38:06,T1,W2,A1,1.843,64.5,28.0,0.0732,0.0704,0.0782,0.187,2.7503,2.8761,1.9575,0.0235,465.1614,35.634,36.7714,63.9201,28.5435,147.2066,742.2994,38.1153,normal,none
2026-08-14 16:38:06,T1,W2,A2,9.755,64.4,35.9,0.0822,0.068,0.1012,0.1705,3.1295,2.6612,2.0616,0.0218,566.049,34.1051,44.8182,60.9419,24.7976,131.9265,755.3499,54.4513,normal,none
2026-08-14 16:38:06,T1,W3,A1,6.005,55.9,38.9,0.0857,0.0771,0.096,0.1968,2.9911,3.0638,1.8299,0.0227,507.1765,36.2466,41.3222,45.2684,25.3676,148.108,747.4606,43.2933,normal,none
2026-08-14 16:38:06,T1,W3,A2,9.442,60.4,33.5,0.062,0.0578,0.0919,0.1944,2.8609,2.6377,1.752,0.0233,529.4149,40.8295,44.3244,57.1989,21.1615,135.5507,750.4099,46.3923,normal,none
2026-08-14 16:38:06,T1,W4,A1,9.982,55.7,39.5,0.0803,0.0541,0.1038,0.1604,3.1324,2.5567,1.5449,0.0292,544.5652,33.4231,36.7875,52.6047,23.3578,128.6104,742.802,41.8604,normal,none
2026-08-14 16:38:06,T1,W4,A2,10.787,59.3,21.1,0.0576,0.0806,0.081,0.1952,3.1975,3.0378,1.8668,0.019,526.8716,38.2984,41.3116,60.2231,24.5334,121.2868,762.0472,44.3324,normal,none
2026-08-14 16:38:06,T2,W1,A1,11.114,61.9,23.9,0.062,0.0712,0.0829,0.1794,2.9401,2.8171,1.6858,0.0188,525.0546,37.3405,39.8813,51.3305,24.0032,142.0241,743.894,44.867,normal,none
2026-08-14 16:38:06,T2,W1,A2,4.847,60.9,34.2,0.0704,0.0646,0.0839,0.1626,2.8899,2.8579,1.8559,0.0199,535.1954,38.6859,37.4949,60.1459,21.9965,135.4037,753.0368,46.0512,normal,none
2026-08-14 16:38:06,T2,W2,A1,3.192,59.4,37.9,0.0638,0.0751,0.0809,0.6171,2.9831,2.8582,1.9986,0.121,1257.836,37.4614,43.5939,56.2538,25.7229,127.973,756.2519,40.463,rail_crack,moderate
2026-08-14 16:38:06,T2,W2,A2,7.301,59.7,28.0,0.0717,0.0603,0.0804,0.2155,3.1746,2.8616,2.1317,0.014,425.7461,34.643,38.3299,51.1538,25.9893,156.8019,749.6791,41.226,normal,none
2026-08-14 16:38:06,T2,W3,A1,9.723,61.1,39.5,0.0575,0.0788,0.0988,0.1379,2.8049,2.8043,2.2683,0.0143,515.9772,42.3971,44.799,56.8298,24.2169,136.9478,750.0421,48.0783,normal,none
2026-08-14 16:38:06,T2,W3,A2,2.08,59.9,21.0,0.0603,0.0731,0.0956,0.1448,3.1262,2.9439,1.4591,0.0246,513.0396,42.6706,41.3911,55.2072,25.2663,121.9454,752.8265,38.6894,normal,none
2026-08-14 16:38:06,T2,W4,A1,8.001,57.6,27.9,0.0592,0.0706,0.1015,0.1861,3.2132,2.6699,1.0648,0.0181,543.9468,34.6816,44.1291,57.1022,22.3176,140.5883,749.8823,50.2198,normal,none
2026-08-14 16:38:06,T2,W4,A2,3.125,56.3,35.5,0.0581,0.0649,0.0925,0.8383,3.1409,2.9111,1.4697,0.0881,994.9037,40.7875,43.8867,53.1019,26.0096,141.8021,745.279,45.2155,rail_crack,moderate
2026-08-14 16:38:06,T3,W1,A1,3.622,64.1,22.5,0.0625,0.0741,0.096,0.1479,2.9653,2.7368,1.6955,0.0233,515.7074,40.9319,39.5332,54.7565,24.016,136.4181,754.4064,45.1388,normal,none
2026-08-14 16:38:06,T3,W1,A2,7.889,60.6,26.3,0.069,0.0542,0.0824,0.1822,2.9561,2.7933,1.8717,0.0206,506.4984,39.7247,45.4115,66.5032,26.2949,125.5772,750.3316,42.6015,normal,none
2026-08-14 16:38:06,T3,W2,A1,4.02,59.3,30.8,0.0531,0.0753,0.1177,0.1755,3.0714,2.8023,2.3317,0.0197,515.0068,34.8215,34.5648,55.7616,24.114,131.4147,757.2449,55.1458,normal,none
2026-08-14 16:38:06,T3,W2,A2,9.051,67.6,34.9,0.0839,0.0739,0.114,0.1774,2.8828,2.6131,1.9684,0.0254,536.5573,36.0784,41.1688,60.4408,25.1728,143.5388,744.8581,38.8009,normal,none
2026-08-14 16:38:06,T3,W3,A1,2.434,61.9,20.7,0.061,0.067,0.1024,0.208,2.8974,2.7688,1.9229,0.0198,509.6244,35.0551,42.1477,59.2235,25.0091,129.8697,747.2872,38.0853,normal,none
